Chromosome	Start	End
NMEL_chr_10	13941268	13941308
NMEL_chr_10	13954541	13954581
NMEL_chr_10	13974691	13974731
NMEL_chr_10	13979578	13979618
NMEL_chr_10	13982197	13982237
NMEL_chr_10	13984963	13985003
NMEL_chr_10	13989944	13989984
NMEL_chr_10	14002548	14002588
NMEL_chr_10	14012863	14012903
NMEL_chr_10	14023537	14023577
NMEL_chr_10	14036346	14036386
NMEL_chr_10	14042638	14042678
NMEL_chr_10	14047365	14047405
NMEL_chr_10	14059235	14059275
NMEL_chr_10	14069979	14070019
NMEL_chr_10	14072717	14072757
NMEL_chr_10	14074937	14074977
NMEL_chr_10	14076076	14076116
NMEL_chr_10	14079930	14079970
NMEL_chr_10	14082524	14082564
NMEL_chr_10	14091282	14091322
NMEL_chr_10	14095655	14095695
NMEL_chr_10	14107475	14107515
NMEL_chr_10	14118231	14118271
NMEL_chr_10	14122379	14122419
NMEL_chr_10	14124261	14124301
NMEL_chr_10	14126884	14126924
NMEL_chr_10	14134956	14134996
NMEL_chr_10	14137626	14137666
NMEL_chr_10	14145365	14145405
NMEL_chr_10	14158542	14158582
NMEL_chr_10	14161426	14161466
NMEL_chr_10	14168320	14168360
NMEL_chr_10	14175368	14175408
NMEL_chr_10	14176869	14176909
NMEL_chr_10	14198468	14198508
NMEL_chr_10	14234365	14234405
NMEL_chr_10	14248533	14248573
NMEL_chr_10	14259832	14259872
NMEL_chr_10	14267262	14267302
NMEL_chr_10	14268834	14268874
NMEL_chr_10	14274197	14274237
NMEL_chr_10	14278397	14278437
NMEL_chr_10	14282832	14282872
NMEL_chr_10	14284254	14284294
NMEL_chr_10	14286245	14286285
NMEL_chr_10	14301047	14301087
NMEL_chr_10	14315729	14315769
NMEL_chr_10	14326774	14326814
NMEL_chr_10	14348205	14348245
NMEL_chr_10	14350801	14350841
NMEL_chr_10	14356223	14356263
NMEL_chr_10	14357676	14357716
NMEL_chr_10	14359082	14359122
NMEL_chr_10	14368864	14368904
NMEL_chr_10	14386726	14386766
NMEL_chr_10	14396543	14396583
NMEL_chr_10	14400348	14400388
NMEL_chr_10	14401737	14401777
NMEL_chr_10	14414399	14414439
NMEL_chr_10	14419600	14419640
NMEL_chr_10	14422137	14422177
NMEL_chr_10	14423356	14423396
NMEL_chr_10	14426781	14426821
NMEL_chr_10	14437965	14438005
NMEL_chr_10	14462274	14462314
NMEL_chr_10	14469146	14469186
NMEL_chr_10	14471610	14471650
NMEL_chr_10	14475786	14475826
NMEL_chr_10	14479288	14479328
NMEL_chr_10	14484287	14484327
NMEL_chr_10	14486739	14486779
NMEL_chr_10	14488327	14488367
NMEL_chr_10	14494522	14494562
NMEL_chr_10	14499300	14499340
NMEL_chr_10	14509188	14509228
NMEL_chr_10	14514326	14514366
NMEL_chr_10	14516782	14516822
NMEL_chr_10	14522565	14522605
NMEL_chr_10	14525345	14525385
NMEL_chr_10	14527430	14527470
NMEL_chr_10	14529402	14529442
NMEL_chr_10	14536057	14536097
NMEL_chr_10	14556428	14556468
NMEL_chr_10	14561009	14561049
NMEL_chr_10	14563616	14563656
NMEL_chr_10	14565081	14565121
NMEL_chr_10	14567607	14567647
NMEL_chr_10	14570408	14570448
NMEL_chr_10	14571663	14571703
NMEL_chr_10	14573669	14573709
NMEL_chr_10	14587305	14587345
NMEL_chr_10	14590323	14590363
NMEL_chr_10	14592920	14592960
NMEL_chr_10	14594634	14594674
NMEL_chr_10	14597446	14597486
NMEL_chr_10	14600218	14600258
NMEL_chr_10	14604251	14604291
NMEL_chr_10	14609928	14609968
NMEL_chr_10	14611874	14611914
NMEL_chr_10	14615753	14615793
NMEL_chr_10	14628673	14628713
NMEL_chr_10	14635955	14635995
NMEL_chr_10	14638459	14638499
NMEL_chr_10	14639511	14639551
NMEL_chr_10	14643017	14643057
NMEL_chr_10	14651031	14651071
NMEL_chr_10	14653635	14653675
NMEL_chr_10	14659719	14659759
NMEL_chr_10	14664664	14664704
NMEL_chr_10	14675139	14675179
NMEL_chr_10	14676583	14676623
NMEL_chr_10	14677674	14677714
NMEL_chr_10	14681663	14681703
NMEL_chr_10	14683234	14683274
NMEL_chr_10	14687289	14687329
NMEL_chr_10	14691403	14691443
NMEL_chr_10	14697927	14697967
NMEL_chr_10	14700780	14700820
NMEL_chr_10	14703094	14703134
NMEL_chr_10	14710269	14710309
NMEL_chr_10	14711439	14711479
NMEL_chr_10	14714954	14714994
NMEL_chr_10	14716634	14716674
NMEL_chr_10	14717886	14717926
NMEL_chr_10	14729463	14729503
NMEL_chr_10	14750841	14750881
NMEL_chr_10	14754132	14754172
NMEL_chr_10	14786898	14786938
NMEL_chr_10	14790705	14790745
NMEL_chr_10	14814454	14814494
NMEL_chr_10	14819011	14819051
NMEL_chr_10	14820710	14820750
NMEL_chr_10	14823908	14823948
NMEL_chr_10	14825052	14825092
NMEL_chr_10	14826593	14826633
NMEL_chr_10	14838382	14838422
NMEL_chr_10	14843257	14843297
NMEL_chr_10	14848844	14848884
NMEL_chr_10	14851366	14851406
NMEL_chr_10	14855846	14855886
NMEL_chr_10	14859332	14859372
NMEL_chr_10	14869093	14869133
NMEL_chr_10	14870718	14870758
NMEL_chr_10	14887922	14887962
NMEL_chr_10	14892786	14892826
NMEL_chr_10	14903827	14903867
NMEL_chr_10	14907158	14907198
NMEL_chr_10	14910918	14910958
NMEL_chr_10	14918967	14919007
NMEL_chr_10	14929510	14929550
NMEL_chr_10	14934065	14934105
NMEL_chr_10	14936649	14936689
NMEL_chr_10	14941776	14941816
NMEL_chr_10	14951491	14951531
NMEL_chr_10	14952386	14952426
NMEL_chr_10	14959455	14959495
NMEL_chr_10	14969329	14969369
NMEL_chr_10	14970923	14970963
NMEL_chr_10	14980023	14980063
NMEL_chr_10	14984533	14984573
NMEL_chr_10	14988521	14988561
NMEL_chr_10	14991207	14991247
NMEL_chr_10	14993616	14993656
NMEL_chr_10	14999280	14999320
NMEL_chr_10	15014324	15014364
NMEL_chr_10	15017725	15017765
NMEL_chr_10	15020054	15020094
NMEL_chr_10	15030022	15030062
NMEL_chr_10	15034699	15034739
NMEL_chr_10	15046977	15047017
NMEL_chr_10	15053223	15053263
NMEL_chr_10	15056063	15056103
NMEL_chr_10	15057233	15057273
NMEL_chr_10	15059024	15059064
NMEL_chr_10	15061457	15061497
NMEL_chr_10	15063861	15063901
NMEL_chr_10	15073232	15073272
NMEL_chr_10	15089470	15089510
NMEL_chr_10	15094493	15094533
NMEL_chr_10	15097138	15097178
NMEL_chr_10	15112398	15112438
NMEL_chr_10	15113724	15113764
NMEL_chr_10	15123084	15123124
NMEL_chr_10	15136872	15136912
NMEL_chr_10	15154318	15154358
NMEL_chr_10	15172219	15172259
NMEL_chr_10	15179958	15179998
NMEL_chr_10	15182468	15182508
NMEL_chr_10	15184568	15184608
NMEL_chr_10	15188905	15188945
NMEL_chr_10	15195499	15195539
NMEL_chr_10	15197346	15197386
NMEL_chr_10	15201421	15201461
NMEL_chr_10	15208132	15208172
NMEL_chr_10	15213064	15213104
NMEL_chr_10	15214108	15214148
NMEL_chr_10	15230955	15230995
NMEL_chr_10	15235570	15235610
NMEL_chr_10	15258857	15258897
NMEL_chr_10	15263436	15263476
NMEL_chr_10	15271457	15271497
NMEL_chr_10	15273239	15273279
NMEL_chr_10	15275406	15275446
NMEL_chr_10	15276497	15276537
NMEL_chr_10	15286138	15286178
NMEL_chr_10	15290132	15290172
NMEL_chr_10	15305639	15305679
NMEL_chr_10	15328744	15328784
NMEL_chr_10	15330477	15330517
NMEL_chr_10	15340999	15341039
NMEL_chr_10	15352717	15352757
NMEL_chr_10	15357046	15357086
NMEL_chr_10	15363523	15363563
NMEL_chr_10	15364771	15364811
NMEL_chr_10	15367078	15367118
NMEL_chr_10	15372553	15372593
NMEL_chr_10	15378414	15378454
NMEL_chr_10	15387793	15387833
NMEL_chr_10	15418141	15418181
NMEL_chr_10	15421997	15422037
NMEL_chr_10	15427084	15427124
NMEL_chr_10	15429663	15429703
NMEL_chr_10	15431448	15431488
NMEL_chr_10	15450146	15450186
NMEL_chr_10	15459460	15459500
NMEL_chr_10	15466624	15466664
NMEL_chr_10	15475136	15475176
NMEL_chr_10	15477362	15477402
NMEL_chr_10	15491744	15491784
NMEL_chr_10	15501356	15501396
NMEL_chr_10	15504173	15504213
NMEL_chr_10	15510124	15510164
NMEL_chr_10	15511874	15511914
NMEL_chr_10	15518129	15518169
NMEL_chr_10	15525440	15525480
NMEL_chr_10	15542033	15542073
NMEL_chr_10	15543445	15543485
NMEL_chr_10	15549212	15549252
NMEL_chr_10	15558795	15558835
NMEL_chr_10	15575373	15575413
NMEL_chr_10	15585966	15586006
NMEL_chr_10	15589533	15589573
NMEL_chr_10	15591691	15591731
NMEL_chr_10	15601150	15601190
NMEL_chr_10	15605837	15605877
NMEL_chr_10	15612479	15612519
NMEL_chr_10	15615558	15615598
NMEL_chr_10	15625395	15625435
NMEL_chr_10	15652181	15652221
NMEL_chr_10	15654054	15654094
NMEL_chr_10	15656675	15656715
NMEL_chr_10	15659999	15660039
NMEL_chr_10	15661483	15661523
NMEL_chr_10	15663903	15663943
NMEL_chr_10	15667283	15667323
NMEL_chr_10	15672850	15672890
NMEL_chr_10	15678093	15678133
NMEL_chr_10	15680508	15680548
NMEL_chr_10	15687517	15687557
NMEL_chr_10	15690990	15691030
NMEL_chr_10	15700052	15700092
NMEL_chr_10	15709785	15709825
NMEL_chr_10	15717694	15717734
NMEL_chr_10	15720330	15720370
NMEL_chr_10	15724161	15724201
NMEL_chr_10	15732446	15732486
NMEL_chr_10	15742012	15742052
NMEL_chr_10	15745773	15745813
NMEL_chr_10	15747474	15747514
NMEL_chr_10	15748361	15748401
NMEL_chr_10	15751741	15751781
NMEL_chr_10	15758339	15758379
NMEL_chr_10	15765956	15765996
NMEL_chr_10	15767922	15767962
NMEL_chr_10	15775946	15775986
NMEL_chr_10	15779513	15779553
NMEL_chr_10	15783422	15783462
NMEL_chr_10	15787617	15787657
NMEL_chr_10	15793509	15793549
NMEL_chr_10	15797903	15797943
NMEL_chr_10	15805687	15805727
NMEL_chr_10	15810372	15810412
NMEL_chr_10	15821214	15821254
NMEL_chr_10	15827606	15827646
NMEL_chr_10	15829388	15829428
NMEL_chr_10	15839339	15839379
NMEL_chr_10	15850110	15850150
NMEL_chr_10	15855848	15855888
NMEL_chr_10	15858646	15858686
NMEL_chr_10	15866710	15866750
NMEL_chr_10	15876570	15876610
NMEL_chr_10	15881221	15881261
NMEL_chr_10	15888017	15888057
NMEL_chr_10	15897998	15898038
NMEL_chr_10	15899704	15899744
NMEL_chr_10	15901099	15901139
NMEL_chr_10	15908700	15908740
NMEL_chr_10	15914158	15914198
NMEL_chr_10	15918182	15918222
NMEL_chr_10	15923478	15923518
NMEL_chr_10	15924832	15924872
NMEL_chr_10	15929658	15929698
NMEL_chr_10	15936743	15936783
NMEL_chr_10	15939326	15939366
NMEL_chr_10	15945867	15945907
NMEL_chr_10	15956077	15956117
NMEL_chr_10	15958916	15958956
NMEL_chr_10	15966405	15966445
NMEL_chr_10	15970413	15970453
NMEL_chr_10	15975413	15975453
NMEL_chr_10	15979190	15979230
NMEL_chr_10	15984728	15984768
NMEL_chr_10	15997139	15997179
NMEL_chr_10	15999562	15999602
NMEL_chr_10	16008415	16008455
NMEL_chr_10	16012419	16012459
NMEL_chr_10	16019967	16020007
NMEL_chr_10	16023054	16023094
NMEL_chr_10	16025889	16025929
NMEL_chr_10	16028975	16029015
NMEL_chr_10	16031307	16031347
NMEL_chr_10	16034819	16034859
NMEL_chr_10	16050474	16050514
NMEL_chr_10	16052506	16052546
NMEL_chr_10	16057431	16057471
NMEL_chr_10	16059929	16059969
NMEL_chr_10	16060576	16060616
NMEL_chr_10	16063451	16063491
NMEL_chr_10	16065756	16065796
NMEL_chr_10	16071230	16071270
NMEL_chr_10	16072444	16072484
NMEL_chr_10	16075304	16075344
NMEL_chr_10	16076502	16076542
NMEL_chr_10	16079759	16079799
NMEL_chr_10	16083282	16083322
NMEL_chr_10	16089229	16089269
NMEL_chr_10	16093232	16093272
NMEL_chr_10	16098101	16098141
NMEL_chr_10	16106274	16106314
NMEL_chr_10	16107044	16107084
NMEL_chr_10	16111727	16111767
NMEL_chr_10	16116018	16116058
NMEL_chr_10	16119219	16119259
NMEL_chr_10	16120583	16120623
NMEL_chr_10	16121746	16121786
NMEL_chr_10	16124754	16124794
NMEL_chr_10	16126693	16126733
NMEL_chr_10	16141846	16141886
NMEL_chr_10	16149514	16149554
NMEL_chr_10	16151885	16151925
NMEL_chr_10	16155602	16155642
NMEL_chr_10	16161115	16161155
NMEL_chr_10	16188300	16188340
NMEL_chr_10	16199453	16199493
NMEL_chr_10	16200996	16201036
NMEL_chr_10	16205696	16205736
NMEL_chr_10	16212207	16212247
NMEL_chr_10	16215782	16215822
NMEL_chr_10	16220798	16220838
NMEL_chr_10	16225558	16225598
NMEL_chr_10	16227504	16227544
NMEL_chr_10	16228806	16228846
NMEL_chr_10	16232053	16232093
NMEL_chr_10	16237006	16237046
NMEL_chr_10	16242795	16242835
NMEL_chr_10	16245109	16245149
NMEL_chr_10	16248268	16248308
NMEL_chr_10	16254320	16254360
NMEL_chr_10	16256428	16256468
NMEL_chr_10	16258937	16258977
NMEL_chr_10	16266281	16266321
NMEL_chr_10	16272620	16272660
NMEL_chr_10	16279068	16279108
NMEL_chr_10	16282439	16282479
NMEL_chr_10	16288561	16288601
NMEL_chr_10	16290935	16290975
NMEL_chr_10	16293714	16293754
NMEL_chr_10	16309311	16309351
NMEL_chr_10	16312418	16312458
NMEL_chr_10	16314405	16314445
NMEL_chr_10	16332996	16333036
NMEL_chr_10	16337192	16337232
NMEL_chr_10	16341648	16341688
NMEL_chr_10	16343462	16343502
NMEL_chr_10	16345118	16345158
NMEL_chr_10	16346559	16346599
NMEL_chr_10	16351775	16351815
NMEL_chr_10	16358637	16358677
NMEL_chr_10	16364552	16364592
NMEL_chr_10	16369256	16369296
NMEL_chr_10	16371559	16371599
NMEL_chr_10	16374440	16374480
NMEL_chr_10	16376215	16376255
NMEL_chr_10	16380849	16380889
NMEL_chr_10	16397111	16397151
NMEL_chr_10	16398900	16398940
NMEL_chr_10	16402150	16402190
NMEL_chr_10	16405479	16405519
NMEL_chr_10	16422287	16422327
NMEL_chr_10	16423636	16423676
NMEL_chr_10	16425237	16425277
NMEL_chr_10	16426277	16426317
NMEL_chr_10	16427646	16427686
NMEL_chr_10	16429123	16429163
NMEL_chr_10	16454863	16454903
NMEL_chr_10	16464470	16464510
NMEL_chr_10	16467756	16467796
NMEL_chr_10	16485108	16485148
NMEL_chr_10	16488164	16488204
NMEL_chr_10	16489482	16489522
NMEL_chr_10	16494995	16495035
NMEL_chr_10	16506761	16506801
NMEL_chr_10	16509589	16509629
NMEL_chr_10	16512881	16512921
NMEL_chr_10	16514120	16514160
NMEL_chr_10	16517752	16517792
NMEL_chr_10	16520758	16520798
NMEL_chr_10	16522032	16522072
NMEL_chr_10	16524459	16524499
NMEL_chr_10	16527014	16527054
NMEL_chr_10	16537421	16537461
NMEL_chr_10	16541828	16541868
NMEL_chr_10	16545314	16545354
NMEL_chr_10	16548791	16548831
NMEL_chr_10	16549976	16550016
NMEL_chr_10	16551361	16551401
NMEL_chr_10	16558520	16558560
NMEL_chr_10	16560101	16560141
NMEL_chr_10	16576722	16576762
NMEL_chr_10	16579521	16579561
NMEL_chr_10	16585741	16585781
NMEL_chr_10	16587134	16587174
NMEL_chr_10	16589208	16589248
NMEL_chr_10	16594648	16594688
NMEL_chr_10	16601247	16601287
NMEL_chr_10	16614880	16614920
NMEL_chr_10	16622676	16622716
NMEL_chr_10	16623975	16624015
NMEL_chr_10	16626573	16626613
NMEL_chr_10	16634146	16634186
NMEL_chr_10	16639478	16639518
NMEL_chr_10	16640506	16640546
NMEL_chr_10	16643572	16643612
NMEL_chr_10	16651016	16651056
NMEL_chr_10	16663053	16663093
NMEL_chr_10	16665331	16665371
NMEL_chr_10	16667041	16667081
NMEL_chr_10	16670024	16670064
NMEL_chr_10	16684639	16684679
NMEL_chr_10	16689996	16690036
NMEL_chr_10	16695063	16695103
NMEL_chr_10	16697695	16697735
NMEL_chr_10	16700448	16700488
NMEL_chr_10	16705043	16705083
NMEL_chr_10	16707310	16707350
NMEL_chr_10	16710282	16710322
NMEL_chr_10	16713702	16713742
NMEL_chr_10	16720126	16720166
NMEL_chr_10	16723906	16723946
NMEL_chr_10	16726605	16726645
NMEL_chr_10	16728569	16728609
NMEL_chr_10	16756697	16756737
NMEL_chr_10	16765644	16765684
NMEL_chr_10	16770821	16770861
NMEL_chr_10	16771791	16771831
NMEL_chr_10	16773934	16773974
NMEL_chr_10	16782081	16782121
NMEL_chr_10	16785601	16785641
NMEL_chr_10	16787803	16787843
NMEL_chr_10	16791384	16791424
NMEL_chr_10	16793873	16793913
NMEL_chr_10	16795187	16795227
NMEL_chr_10	16800235	16800275
NMEL_chr_10	16803343	16803383
NMEL_chr_10	16814322	16814362
NMEL_chr_10	16827899	16827939
NMEL_chr_10	16829469	16829509
NMEL_chr_10	16831025	16831065
NMEL_chr_10	16835683	16835723
NMEL_chr_10	16843526	16843566
NMEL_chr_10	16853599	16853639
NMEL_chr_10	16861417	16861457
NMEL_chr_10	16863099	16863139
NMEL_chr_10	16865208	16865248
NMEL_chr_10	16866926	16866966
NMEL_chr_10	16894186	16894226
NMEL_chr_10	16896959	16896999
NMEL_chr_10	16902484	16902524
NMEL_chr_10	16906246	16906286
NMEL_chr_10	16913145	16913185
NMEL_chr_10	16918165	16918205
NMEL_chr_10	16923243	16923283
NMEL_chr_10	16931602	16931642
NMEL_chr_10	16939085	16939125
NMEL_chr_10	16951856	16951896
NMEL_chr_10	16953825	16953865
NMEL_chr_10	16959406	16959446
NMEL_chr_10	16961429	16961469
NMEL_chr_10	16966188	16966228
NMEL_chr_10	16969664	16969704
NMEL_chr_10	16972480	16972520
NMEL_chr_10	17019480	17019520
NMEL_chr_10	17023214	17023254
NMEL_chr_10	17026197	17026237
NMEL_chr_10	17056382	17056422
NMEL_chr_10	17068223	17068263
NMEL_chr_10	17069434	17069474
NMEL_chr_10	17077024	17077064
NMEL_chr_10	17084034	17084074
NMEL_chr_10	17091225	17091265
NMEL_chr_10	17105521	17105561
NMEL_chr_10	17109736	17109776
NMEL_chr_10	17116163	17116203
NMEL_chr_10	17125849	17125889
NMEL_chr_10	17158389	17158429
NMEL_chr_10	17160655	17160695
NMEL_chr_10	17164438	17164478
NMEL_chr_10	17186851	17186891
NMEL_chr_10	17191436	17191476
NMEL_chr_10	17196330	17196370
NMEL_chr_10	17201343	17201383
NMEL_chr_10	17204362	17204402
NMEL_chr_10	17207379	17207419
NMEL_chr_10	17208855	17208895
NMEL_chr_10	17216713	17216753
NMEL_chr_10	17217680	17217720
NMEL_chr_10	17226408	17226448
NMEL_chr_10	17237082	17237122
NMEL_chr_10	17239255	17239295
NMEL_chr_10	17244995	17245035
NMEL_chr_10	17246815	17246855
NMEL_chr_10	17248061	17248101
NMEL_chr_10	17254493	17254533
NMEL_chr_10	17255700	17255740
NMEL_chr_10	17259727	17259767
NMEL_chr_10	17261696	17261736
NMEL_chr_10	17263109	17263149
NMEL_chr_10	17272583	17272623
NMEL_chr_10	17275692	17275732
NMEL_chr_10	17277603	17277643
NMEL_chr_10	17289621	17289661
NMEL_chr_10	17293712	17293752
NMEL_chr_10	17294657	17294697
NMEL_chr_10	17307372	17307412
NMEL_chr_10	17309246	17309286
NMEL_chr_10	17313167	17313207
NMEL_chr_10	17315752	17315792
NMEL_chr_10	17329438	17329478
NMEL_chr_10	17332016	17332056
NMEL_chr_10	17341238	17341278
NMEL_chr_10	17346327	17346367
NMEL_chr_10	17351632	17351672
NMEL_chr_10	17354289	17354329
NMEL_chr_10	17366640	17366680
NMEL_chr_10	17369272	17369312
NMEL_chr_10	17371634	17371674
NMEL_chr_10	17384533	17384573
NMEL_chr_10	17388427	17388467
NMEL_chr_10	17395424	17395464
NMEL_chr_10	17396933	17396973
NMEL_chr_10	17399155	17399195
NMEL_chr_10	17400319	17400359
NMEL_chr_10	17404058	17404098
NMEL_chr_10	17405362	17405402
NMEL_chr_10	17406889	17406929
NMEL_chr_10	17409687	17409727
NMEL_chr_10	17424610	17424650
NMEL_chr_10	17426811	17426851
NMEL_chr_10	17431153	17431193
NMEL_chr_10	17432399	17432439
NMEL_chr_10	17439303	17439343
NMEL_chr_10	17441086	17441126
NMEL_chr_10	17444421	17444461
NMEL_chr_10	17453108	17453148
NMEL_chr_10	17457325	17457365
NMEL_chr_10	17462045	17462085
NMEL_chr_10	17463320	17463360
NMEL_chr_10	17467004	17467044
NMEL_chr_10	17468480	17468520
NMEL_chr_10	17479519	17479559
NMEL_chr_10	17493120	17493160
NMEL_chr_10	17501835	17501875
NMEL_chr_10	17506147	17506187
NMEL_chr_10	17514614	17514654
NMEL_chr_10	17517907	17517947
NMEL_chr_10	17521107	17521147
NMEL_chr_10	17522064	17522104
NMEL_chr_10	17531216	17531256
NMEL_chr_10	17539384	17539424
NMEL_chr_10	17542635	17542675
NMEL_chr_10	17546250	17546290
NMEL_chr_10	17550998	17551038
NMEL_chr_10	17556461	17556501
NMEL_chr_10	17560439	17560479
NMEL_chr_10	17573114	17573154
NMEL_chr_10	17591616	17591656
NMEL_chr_10	17594254	17594294
NMEL_chr_10	17629036	17629076
NMEL_chr_10	17630261	17630301
NMEL_chr_10	17636309	17636349
NMEL_chr_10	17640004	17640044
NMEL_chr_10	17648888	17648928
NMEL_chr_10	17650560	17650600
NMEL_chr_10	17683491	17683531
NMEL_chr_10	17687479	17687519
NMEL_chr_10	17695557	17695597
NMEL_chr_10	17710481	17710521
NMEL_chr_10	17716673	17716713
NMEL_chr_10	17745043	17745083
NMEL_chr_10	17747970	17748010
NMEL_chr_10	17757713	17757753
NMEL_chr_10	17777337	17777377
NMEL_chr_10	17781268	17781308
NMEL_chr_10	17783426	17783466
NMEL_chr_10	17797779	17797819
NMEL_chr_10	17798873	17798913
NMEL_chr_10	17814034	17814074
NMEL_chr_10	17817111	17817151
NMEL_chr_10	17848225	17848265
NMEL_chr_10	17850266	17850306
NMEL_chr_10	17864482	17864522
NMEL_chr_10	17867041	17867081
NMEL_chr_10	17869226	17869266
NMEL_chr_10	17873999	17874039
NMEL_chr_10	17876341	17876381
NMEL_chr_10	17881127	17881167
NMEL_chr_10	17884271	17884311
NMEL_chr_10	17909631	17909671
NMEL_chr_10	17920352	17920392
NMEL_chr_10	17925887	17925927
NMEL_chr_10	17933472	17933512
NMEL_chr_10	17939625	17939665
NMEL_chr_10	17943020	17943060
NMEL_chr_10	17951949	17951989
NMEL_chr_10	17957382	17957422
NMEL_chr_10	17962326	17962366
NMEL_chr_10	17966813	17966853
NMEL_chr_10	17976333	17976373
NMEL_chr_10	17993791	17993831
NMEL_chr_10	18008367	18008407
NMEL_chr_10	18022051	18022091
NMEL_chr_10	18035494	18035534
NMEL_chr_10	18041128	18041168
NMEL_chr_10	18042926	18042966
NMEL_chr_10	18044109	18044149
NMEL_chr_10	18054376	18054416
NMEL_chr_10	18056632	18056672
NMEL_chr_10	18059854	18059894
NMEL_chr_10	18060985	18061025
NMEL_chr_10	18063691	18063731
NMEL_chr_10	18077841	18077881
NMEL_chr_10	18086667	18086707
NMEL_chr_10	18093572	18093612
NMEL_chr_10	18108833	18108873
NMEL_chr_10	18111747	18111787
NMEL_chr_10	18115957	18115997
NMEL_chr_10	18118064	18118104
NMEL_chr_10	18126488	18126528
NMEL_chr_10	18132629	18132669
NMEL_chr_10	18135045	18135085
NMEL_chr_10	18148195	18148235
NMEL_chr_10	18154729	18154769
NMEL_chr_11	7337	7377
NMEL_chr_11	33315	33355
NMEL_chr_11	41159	41199
NMEL_chr_11	48846	48886
NMEL_chr_11	61274	61314
NMEL_chr_11	62502	62542
NMEL_chr_11	75469	75509
NMEL_chr_11	87201	87241
NMEL_chr_11	133087	133127
NMEL_chr_11	140207	140247
NMEL_chr_11	143128	143168
NMEL_chr_11	150585	150625
NMEL_chr_11	169093	169133
NMEL_chr_11	178567	178607
NMEL_chr_11	180337	180377
NMEL_chr_11	183428	183468
NMEL_chr_11	187141	187181
NMEL_chr_11	193650	193690
NMEL_chr_11	197390	197430
NMEL_chr_11	198968	199008
NMEL_chr_11	204015	204055
NMEL_chr_11	209984	210024
NMEL_chr_11	213785	213825
NMEL_chr_11	217430	217470
NMEL_chr_11	224798	224838
NMEL_chr_11	227383	227423
NMEL_chr_11	232044	232084
NMEL_chr_11	242608	242648
NMEL_chr_11	245523	245563
NMEL_chr_11	251755	251795
NMEL_chr_11	264869	264909
NMEL_chr_11	274953	274993
NMEL_chr_11	280644	280684
NMEL_chr_11	283915	283955
NMEL_chr_11	312669	312709
NMEL_chr_11	314027	314067
NMEL_chr_11	317522	317562
NMEL_chr_11	319516	319556
NMEL_chr_11	322447	322487
NMEL_chr_11	325976	326016
NMEL_chr_11	331115	331155
NMEL_chr_11	343301	343341
NMEL_chr_11	345606	345646
NMEL_chr_11	347191	347231
NMEL_chr_11	349498	349538
NMEL_chr_11	351528	351568
NMEL_chr_11	352485	352525
NMEL_chr_11	365703	365743
NMEL_chr_11	371259	371299
NMEL_chr_11	374172	374212
NMEL_chr_11	375771	375811
NMEL_chr_11	380501	380541
NMEL_chr_11	382480	382520
NMEL_chr_11	383726	383766
NMEL_chr_11	384662	384702
NMEL_chr_11	387476	387516
NMEL_chr_11	390434	390474
NMEL_chr_11	396213	396253
NMEL_chr_11	400133	400173
NMEL_chr_11	402488	402528
NMEL_chr_11	409331	409371
NMEL_chr_11	414561	414601
NMEL_chr_11	417329	417369
NMEL_chr_11	431977	432017
NMEL_chr_11	438352	438392
NMEL_chr_11	441446	441486
NMEL_chr_11	445529	445569
NMEL_chr_11	447947	447987
NMEL_chr_11	466033	466073
NMEL_chr_11	468950	468990
NMEL_chr_11	476063	476103
NMEL_chr_11	488316	488356
NMEL_chr_11	496012	496052
NMEL_chr_11	498570	498610
NMEL_chr_11	506467	506507
NMEL_chr_11	511114	511154
NMEL_chr_11	512453	512493
NMEL_chr_11	520241	520281
NMEL_chr_11	521960	522000
NMEL_chr_11	524593	524633
NMEL_chr_11	527315	527355
NMEL_chr_11	533196	533236
NMEL_chr_11	538743	538783
NMEL_chr_11	543850	543890
NMEL_chr_11	545966	546006
NMEL_chr_11	559475	559515
NMEL_chr_11	574559	574599
NMEL_chr_11	583580	583620
NMEL_chr_11	593730	593770
NMEL_chr_11	597600	597640
NMEL_chr_11	606852	606892
NMEL_chr_11	609614	609654
NMEL_chr_11	616571	616611
NMEL_chr_11	627020	627060
NMEL_chr_11	630747	630787
NMEL_chr_11	631810	631850
NMEL_chr_11	642308	642348
NMEL_chr_11	646227	646267
NMEL_chr_11	648234	648274
NMEL_chr_11	666409	666449
NMEL_chr_11	674309	674349
NMEL_chr_11	678711	678751
NMEL_chr_11	681986	682026
NMEL_chr_11	686950	686990
NMEL_chr_11	695889	695929
NMEL_chr_11	698175	698215
NMEL_chr_11	699995	700035
NMEL_chr_11	703334	703374
NMEL_chr_11	709701	709741
NMEL_chr_11	711331	711371
NMEL_chr_11	714295	714335
NMEL_chr_11	715851	715891
NMEL_chr_11	726980	727020
NMEL_chr_11	728784	728824
NMEL_chr_11	731111	731151
NMEL_chr_11	756849	756889
NMEL_chr_11	759137	759177
NMEL_chr_11	762511	762551
NMEL_chr_11	764618	764658
NMEL_chr_11	766025	766065
NMEL_chr_11	769899	769939
NMEL_chr_11	775720	775760
NMEL_chr_11	781812	781852
NMEL_chr_11	783062	783102
NMEL_chr_11	820536	820576
NMEL_chr_11	823367	823407
NMEL_chr_11	831979	832019
NMEL_chr_11	834773	834813
